,Session #,Customer ID,Song Order,Date,Artist,Song
969,293,3fdc46,5,2021-02-01 07:12:00.000,Kesha,This Is Me (Greatest Showman)
970,293,3fdc46,6,2021-02-01 07:14:59.971,The Lion King,Can You Feel The Love Tonight
971,294,5ddb51,1,2021-02-01 13:00:00.029,Cher,Believe
972,294,5ddb51,2,2021-02-01 13:03:00.000,ABBA,Mamma Mia
973,295,a0a25c,1,2021-02-01 15:00:00.000,Journey,Don’t Stop Believin’
974,295,a0a25c,2,2021-02-01 15:02:59.971,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
975,296,80244a,1,2021-02-01 16:59:59.971,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
976,296,80244a,2,2021-02-01 17:03:00.029,Bonnie Tyler,Total Eclipse Of The Heart
977,296,80244a,3,2021-02-01 17:06:00.000,Aladdin,A Whole New World
978,296,80244a,4,2021-02-01 17:08:59.971,Queen,I Want To Break Free
979,297,707b62,1,2021-02-01 21:00:00.000,The Lion King,I Just Can’t Wait To Be King
980,298,cdda70,1,2021-02-01 22:00:00.029,Estelle Ft. Kanye West,American Boy
981,298,cdda70,2,2021-02-01 22:03:00.000,Moana,How Far I’ll Go
982,298,cdda70,3,2021-02-01 22:05:59.971,The Proclaimers,I’m Gonna Be (500 Miles)
983,298,cdda70,4,2021-02-01 22:09:00.029,Kings Of Leon,Sex Is On Fire
984,298,cdda70,5,2021-02-01 22:11:00.038,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
985,298,cdda70,6,2021-02-01 22:14:00.010,Lil Nas X,Old Town Road
986,298,cdda70,7,2021-02-01 22:16:59.981,Ike And Tina Turner,Proud Mary
987,298,cdda70,8,2021-02-01 22:18:59.990,Bon Jovi,Livin’ On A Prayer
