,Latitude,Longitude,Medal Ceremony?,Sport Group,Events Split,Time,Date,Sport,Venue
1521,35.65154002713155, 139.81526845227876,False,Swimming, Men's 100m Breaststroke Final,02:30:00,2021-07-26,Swimming,Tokyo Aquatics Centre
1522,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -57 kg Contests for Bronze Medal,09:00:00,2021-07-26,Judo,Nippon Budokan
1523,35.66516093172041, 139.52508181634872,False,Badminton, Mixed Doubles Group Play Stage,10:00:00,2021-07-26,Badminton,Musashino Forest Sport Plaza
1524,35.64977449961884, 140.03645074412134,True,Fencing, Women's Sabre Individual Gold Medal Bout,10:00:00,2021-07-26,Fencing,Makuhari Messe Hall
1525,35.64977449961884, 140.03645074412134,True,Martial Arts, Women -67 kg Gold Medal Contest,11:00:00,2021-07-26,Taekwondo,Makuhari Messe Hall
1526,35.7811380207295, 139.58779467064903,False,Shooting, 10m Air Rifle Mixed Team Finals,01:00:00,2021-07-27,Shooting,Asaka Shooting Range
1527,35.64977449961884, 140.03645074412134,False,Martial Arts, Women +67 kg Semifinals (2 matches),02:00:00,2021-07-27,Taekwondo,Makuhari Messe Hall
1528,35.64977449961884, 140.03645074412134,False,Fencing, Women's Epée Team Placement 5-6,02:00:00,2021-07-27,Fencing,Makuhari Messe Hall
1529,35.65154002713155, 139.81526845227876,False,Swimming, Women's 100m Breaststroke Final,02:30:00,2021-07-27,Swimming,Tokyo Aquatics Centre
1530,35.29979336326726, 139.48406276201857,False,Sailing, 49er FX Women,04:00:00,2021-07-27,Sailing,Enoshima Yacht Harbour
1531,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -63 kg Contests for Bronze Medal,09:00:00,2021-07-27,Judo,Nippon Budokan
1532,35.65154002713155, 139.81526845227876,False,Swimming, Men's 800m Freestyle - Heats,11:00:00,2021-07-27,Swimming,Tokyo Aquatics Centre
1533,35.64977449961884, 140.03645074412134,True,Martial Arts, Women +67 kg Gold Medal Contest,11:00:00,2021-07-27,Taekwondo,Makuhari Messe Hall
1534,35.60796457817903, 139.8147625026683,False,Rowing, Women's Double Sculls Final A,00:30:00,2021-07-28,Rowing,Sea Forest Waterway
1535,35.64977449961884, 140.03645074412134,False,Fencing, Men's Sabre Team Placement 5-6,02:00:00,2021-07-28,Fencing,Makuhari Messe Hall
1536,35.65154002713155, 139.81526845227876,True,Swimming, Women's 200m Freestyle Victory Ceremony,02:30:00,2021-07-28,Swimming,Tokyo Aquatics Centre
1537,35.63522638292027, 139.78961039488578,False,Tennis, Mixed Doubles First Round,03:00:00,2021-07-28,Tennis,Ariake Tennis Park
1538,35.29979336326726, 139.48406276201857,False,Sailing, 470 Women,04:00:00,2021-07-28,Sailing,Enoshima Yacht Harbour
1539,35.65154002713155, 139.81526845227876,False,Swimming, Women's 4 x 200m Freestyle Relay - Heats,11:00:00,2021-07-28,Swimming,Tokyo Aquatics Centre
1540,35.60796457817903, 139.8147625026683,False,Rowing, Men's Pair Final A,00:30:00,2021-07-29,Rowing,Sea Forest Waterway
1541,35.64977449961884, 140.03645074412134,False,Fencing, Women's Foil Team Placement 5-6,01:00:00,2021-07-29,Fencing,Makuhari Messe Hall
1542,35.65154002713155, 139.81526845227876,True,Swimming, Men's 800m Freestyle Victory Ceremony,02:30:00,2021-07-29,Swimming,Tokyo Aquatics Centre
1543,35.29979336326726, 139.48406276201857,False,Sailing, Finn Men,04:00:00,2021-07-29,Sailing,Enoshima Yacht Harbour
1544,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -70 kg Contests for Bronze Medal,09:00:00,2021-07-29,Judo,Nippon Budokan
1545,35.60796457817903, 139.8147625026683,False,Rowing, Women's Single Sculls Final A,00:45:00,2021-07-30,Rowing,Sea Forest Waterway
1546,35.67786383266573, 139.71366292613558,False,Athletics, Men's 400m Hurdles Round 1,01:00:00,2021-07-30,Athletics,Olympic Stadium
1547,35.64977449961884, 140.03645074412134,False,Fencing, Men's Epée Team Placement 5-6,02:00:00,2021-07-30,Fencing,Makuhari Messe Hall
1548,35.65154002713155, 139.81526845227876,True,Swimming, Women's 200m Breaststroke Victory Ceremony,02:30:00,2021-07-30,Swimming,Tokyo Aquatics Centre
1549,35.69708642863296, 139.79336043405075,False,Boxing, Men's Heavy (81-91kg) Quarterfinals,03:00:00,2021-07-30,Boxing,Kokugikan Arena
1550,35.29979336326726, 139.48406276201857,False,Sailing, 49er Men,04:00:00,2021-07-30,Sailing,Enoshima Yacht Harbour
1551,35.69708642863296, 139.79336043405075,False,Boxing, Men's Heavy (81-91kg) Quarterfinals,09:00:00,2021-07-30,Boxing,Kokugikan Arena
1552,35.69328639505304, 139.74961103902368,False,Martial Arts, Women +78 kg Contests for Bronze Medal,09:00:00,2021-07-30,Judo,Nippon Budokan
1553,35.65154002713155, 139.81526845227876,False,Swimming, Men's 4 x 100m Medley Relay - Heats,11:00:00,2021-07-30,Swimming,Tokyo Aquatics Centre
1554,35.67786383266573, 139.71366292613558,False,Athletics, Men's 10000m Final,11:00:00,2021-07-30,Athletics,Olympic Stadium
1555,35.67786383266573, 139.71366292613558,False,Athletics, Women's 100m Hurdles Qualifying Round,01:00:00,2021-07-31,Athletics,Olympic Stadium
1556,35.64977449961884, 140.03645074412134,False,Fencing, Women's Sabre Team Placement 5-6,02:00:00,2021-07-31,Fencing,Makuhari Messe Hall
1557,35.65154002713155, 139.81526845227876,False,Swimming, Men's 50m Freestyle Semifinals,02:30:00,2021-07-31,Swimming,Tokyo Aquatics Centre
1558,35.63522638292027, 139.78961039488578,False,Tennis, Mixed Doubles Bronze Medal Match,04:00:00,2021-07-31,Tennis,Ariake Tennis Park
1559,35.29979336326726, 139.48406276201857,False,Sailing, RS:X Women - Medal Race,04:00:00,2021-07-31,Sailing,Enoshima Yacht Harbour
1560,35.67786383266573, 139.71366292613558,False,Athletics, Men's Discus Throw Final,11:00:00,2021-07-31,Athletics,Olympic Stadium
1561,35.64977449961884, 140.03645074412134,False,Fencing, Men's Foil Team Placement 5-6,01:00:00,2021-08-01,Fencing,Makuhari Messe Hall
1562,35.67786383266573, 139.71366292613558,False,Athletics, Women's Shot Put Final,01:10:00,2021-08-01,Athletics,Olympic Stadium
1563,35.65154002713155, 139.81526845227876,False,Swimming, Women's 4 x 100m Medley Relay Final,02:30:00,2021-08-01,Swimming,Tokyo Aquatics Centre
1564,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light Heavy (75-81kg) Semifinal,03:00:00,2021-08-01,Boxing,Kokugikan Arena
1565,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 76 kg 1/4 Finals,03:00:00,2021-08-01,Wrestling,Makuhari Messe Hall
1566,35.63522638292027, 139.78961039488578,True,Tennis, Mixed Doubles Gold Medal Match,04:00:00,2021-08-01,Tennis,Ariake Tennis Park
1567,35.29979336326726, 139.48406276201857,False,Sailing, Laser Men - Medal Race,04:00:00,2021-08-01,Sailing,Enoshima Yacht Harbour
1568,35.64167062421445, 139.79257372832834,False,Gymnastics, Men's Pommel Horse Final,09:00:00,2021-08-01,Artistic Gymnastics,Ariake Gymnastics Centre
1569,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light Heavy (75-81kg) Semifinal,09:00:00,2021-08-01,Boxing,Kokugikan Arena
1570,35.67786383266573, 139.71366292613558,True,Athletics, Women's Shot Put Victory Ceremony,11:00:00,2021-08-01,Athletics,Olympic Stadium
1571,35.7811380207295, 139.58779467064903,False,Shooting, 50m Rifle 3 Positions Men's Finals,00:30:00,2021-08-02,Shooting,Asaka Shooting Range
1572,35.67786383266573, 139.71366292613558,False,Athletics, Women's 200m Round 1,01:00:00,2021-08-02,Athletics,Olympic Stadium
1573,35.60796457817903, 139.8147625026683,False,Canoeing, Women's Kayak Single 200m Quarterfinals,01:30:00,2021-08-02,Canoe Sprint,Sea Forest Waterway
1574,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 68 kg 1/8 FinalsMen's Greco-Roman 97 kg 1/8 Finals,03:00:00,2021-08-02,Wrestling,Makuhari Messe Hall
1575,35.01222390470476, 139.01558129892814,False,Cycling, Women's Team Sprint Finals,07:30:00,2021-08-02,Cycling Track,Izu Velodrome
1576,35.64167062421445, 139.79257372832834,False,Gymnastics, Men's Vault Final,09:00:00,2021-08-02,Artistic Gymnastics,Ariake Gymnastics Centre
1577,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 60 kg Final,10:15:00,2021-08-02,Wrestling,Makuhari Messe Hall
1578,35.67786383266573, 139.71366292613558,True,Athletics, Women's 100m Hurdles Victory Ceremony,11:00:00,2021-08-02,Athletics,Olympic Stadium
1579,35.67786383266573, 139.71366292613558,True,Athletics, Women's Discus Throw Victory Ceremony,01:00:00,2021-08-03,Athletics,Olympic Stadium
1580,35.60796457817903, 139.8147625026683,False,Canoeing, Women's Kayak Single 200m Finals,01:30:00,2021-08-03,Canoe Sprint,Sea Forest Waterway
1581,35.69708642863296, 139.79336043405075,False,Boxing, Women's Light (57-60kg) Quarterfinals,03:00:00,2021-08-03,Boxing,Kokugikan Arena
1582,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 62 kg 1/8 Finals,03:00:00,2021-08-03,Wrestling,Makuhari Messe Hall
1583,35.01222390470476, 139.01558129892814,False,Cycling, Women's Team Pursuit Finals,07:30:00,2021-08-03,Cycling Track,Izu Velodrome
1584,35.64167062421445, 139.79257372832834,False,Gymnastics, Men's Horizontal Bar Final,09:00:00,2021-08-03,Artistic Gymnastics,Ariake Gymnastics Centre
1585,35.69708642863296, 139.79336043405075,False,Boxing, Men's Heavy (81-91kg) Semifinal,09:00:00,2021-08-03,Boxing,Kokugikan Arena
1586,35.64977449961884, 140.03645074412134,True,Wrestling, Men's Greco-Roman 77 kg Victory Ceremony,10:15:00,2021-08-03,Wrestling.,Makuhari Messe Hall
1587,35.67786383266573, 139.71366292613558,True,Athletics, Men's 400m Hurdles Victory Ceremony,11:00:00,2021-08-03,Athletics,Olympic Stadium
1588,35.67786383266573, 139.71366292613558,False,Athletics, Women's Heptathlon High Jump,01:00:00,2021-08-04,Athletics,Olympic Stadium
1589,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Kayak Single 200m Quarterfinals,01:30:00,2021-08-04,Canoe Sprint,Sea Forest Waterway
1590,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 57 kg 1/8 Finals,03:00:00,2021-08-04,Wrestling,Makuhari Messe Hall
1591,35.01222390470476, 139.01558129892814,False,Cycling, Men's Sprint 1/32 Finals Repechages,07:30:00,2021-08-04,Cycling Track,Izu Velodrome
1592,35.67786383266573, 139.71366292613558,True,Athletics, Women's 200m Victory Ceremony,10:30:00,2021-08-04,Athletics,Olympic Stadium
1593,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 67 kg Final,10:15:00,2021-08-04,Wrestling,Makuhari Messe Hall
1594,35.67786383266573, 139.71366292613558,False,Athletics, Men's Decathlon Discus Throw,01:00:00,2021-08-05,Athletics,Olympic Stadium
1595,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Kayak Single 200m Finals,01:30:00,2021-08-05,Canoe Sprint,Sea Forest Waterway
1596,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 53 kg 1/8 Finals,03:00:00,2021-08-05,Wrestling,Makuhari Messe Hall
1597,35.01222390470476, 139.01558129892814,False,Cycling, Women's Keirin Final 7-12,07:30:00,2021-08-05,Cycling Track,Izu Velodrome
1598,35.69328639505304, 139.74961103902368,False,Martial Arts, Women's Kumite -55 kg Semifinals,09:00:00,2021-08-05,Karate,Nippon Budokan
1599,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 57 kg Final,10:15:00,2021-08-05,Wrestling,Makuhari Messe Hall
1600,35.67786383266573, 139.71366292613558,False,Athletics, Women's 4 x 400m Relay Round 1,11:00:00,2021-08-05,Athletics,Olympic Stadium
1601,35.60796457817903, 139.8147625026683,False,Canoeing, Women's Canoe Double 500m Quarterfinals,01:30:00,2021-08-06,Canoe Sprint,Sea Forest Waterway
1602,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 50 kg 1/8 Finals,03:00:00,2021-08-06,Wrestling,Makuhari Messe Hall
1603,35.01222390470476, 139.01558129892814,False,Cycling, Women's Madison Final,07:30:00,2021-08-06,Cycling Track,Izu Velodrome
1604,35.69328639505304, 139.74961103902368,False,Martial Arts, Men's Kumite -75 kg Semifinals,09:00:00,2021-08-06,Karate,Nippon Budokan
1605,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 74 kg Final,10:15:00,2021-08-06,Wrestling,Makuhari Messe Hall
1606,35.67786383266573, 139.71366292613558,False,Athletics, Women's 1500m Final,11:50:00,2021-08-06,Athletics,Olympic Stadium
1607,35.60796457817903, 139.8147625026683,False,Canoeing, Women's Canoe Double 500m Finals,01:30:00,2021-08-07,Canoe Sprint,Sea Forest Waterway
1608,35.69708642863296, 139.79336043405075,True,Boxing, Women's Fly (48-51kg) Victory Ceremony,06:00:00,2021-08-07,Boxing,Kokugikan Arena
1609,35.69328639505304, 139.74961103902368,False,Martial Arts, Women's Kumite +61 kg Final,06:00:00,2021-08-07,Karate,Nippon Budokan
1610,35.01222390470476, 139.01558129892814,False,Cycling, Women's Sprint Quarterfinals,07:30:00,2021-08-07,Cycling Track,Izu Velodrome
1611,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 65 kg Final,10:45:00,2021-08-07,Wrestling,Makuhari Messe Hall
1612,35.67786383266573, 139.71366292613558,False,Athletics, Men's 1500m Final,11:00:00,2021-08-07,Athletics,Olympic Stadium
1613,35.01222390470476, 139.01558129892814,False,Cycling, Women's Sprint Race for 5th-8th Places,02:00:00,2021-08-08,Cycling Track,Izu Velodrome
1614,35.69708642863296, 139.79336043405075,True,Boxing, Men's Light (57-63kg) Victory Ceremony,06:00:00,2021-08-08,Boxing.,Kokugikan Arena
1615,35.60796457817903, 139.8147625026683,False,Rowing, Women's Quadruple Sculls Heats,00:30:00,2021-07-23,Rowing,Sea Forest Waterway
1616,35.60796457817903, 139.8147625026683,False,Rowing, Men's Pair Heats,00:30:00,2021-07-24,Rowing,Sea Forest Waterway
1617,35.64977449961884, 140.03645074412134,False,Fencing, Men's Sabre Individual Table of 16,01:00:00,2021-07-24,Fencing,Makuhari Messe Hall
1618,35.64977449961884, 140.03645074412134,False,Martial Arts, Men -58 kg Semifinals (2 matches),02:00:00,2021-07-24,Taekwondo,Makuhari Messe Hall
1619,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -48 kg Final,09:00:00,2021-07-24,Judo,Nippon Budokan
1620,35.64977449961884, 140.03645074412134,True,Martial Arts, Men -58 kg Gold Medal Contest,11:00:00,2021-07-24,Taekwondo,Makuhari Messe Hall
1621,35.65154002713155, 139.81526845227876,False,Swimming, Women's 4 x 100m Freestyle Relay - Heats,11:00:00,2021-07-24,Swimming,Tokyo Aquatics Centre
1622,35.60796457817903, 139.8147625026683,False,Rowing, Lightweight Women's Double Sculls Repechages,01:00:00,2021-07-25,Rowing,Sea Forest Waterway
1623,35.64977449961884, 140.03645074412134,False,Fencing, Men's Epée Individual Table of 16,01:00:00,2021-07-25,Fencing,Makuhari Messe Hall
1624,35.64977449961884, 140.03645074412134,False,Martial Arts, Men -68 kg Semifinals (2 matches),02:00:00,2021-07-25,Taekwondo,Makuhari Messe Hall
1625,35.65154002713155, 139.81526845227876,True,Swimming, Men's 400m Freestyle Victory Ceremony,02:30:00,2021-07-25,Swimming,Tokyo Aquatics Centre
1626,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -78 kg Final,09:00:00,2021-07-25,Judo,Nippon Budokan
1627,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -52 kg Final,09:00:00,2021-07-25,Judo,Nippon Budokan
1628,35.65154002713155, 139.81526845227876,False,Swimming, Men's 4 x 100m Freestyle Relay - Heats,11:00:00,2021-07-25,Swimming,Tokyo Aquatics Centre
1629,35.64977449961884, 140.03645074412134,True,Martial Arts, Men -68 kg Gold Medal Contest,11:00:00,2021-07-25,Taekwondo,Makuhari Messe Hall
1630,35.60796457817903, 139.8147625026683,False,Rowing, Men's Four Repechage,01:00:00,2021-07-26,Rowing,Sea Forest Waterway
1631,35.64977449961884, 140.03645074412134,False,Martial Arts, Men -80 kg Semifinals (2 matches),02:00:00,2021-07-26,Taekwondo,Makuhari Messe Hall
1632,35.65154002713155, 139.81526845227876,False,Swimming, Women's 400m Freestyle Final,02:30:00,2021-07-26,Swimming,Tokyo Aquatics Centre
1633,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -57 kg Final,09:00:00,2021-07-26,Judo,Nippon Budokan
1634,35.64977449961884, 140.03645074412134,True,Fencing, Men's Foil Individual Gold Medal Bout,10:00:00,2021-07-26,Fencing,Makuhari Messe Hall
1635,35.64977449961884, 140.03645074412134,True,Martial Arts, Men -80 kg Gold Medal Contest,11:00:00,2021-07-26,Taekwondo,Makuhari Messe Hall
1636,35.7811380207295, 139.58779467064903,True,Shooting, 10m Air Rifle Mixed Team Victory Ceremony,01:00:00,2021-07-27,Shooting,Asaka Shooting Range
1637,35.64977449961884, 140.03645074412134,False,Martial Arts, Men +80 kg Semifinals (2 matches),02:00:00,2021-07-27,Taekwondo,Makuhari Messe Hall
1638,35.64977449961884, 140.03645074412134,False,Fencing, Women's Epée Team Placement 7-8,02:00:00,2021-07-27,Fencing,Makuhari Messe Hall
1639,35.65154002713155, 139.81526845227876,False,Swimming, Men's 200m Butterfly Semifinals,02:30:00,2021-07-27,Swimming,Tokyo Aquatics Centre
1640,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -63 kg Final,09:00:00,2021-07-27,Judo,Nippon Budokan
1641,35.64977449961884, 140.03645074412134,True,Martial Arts, Men +80 kg Gold Medal Contest,11:00:00,2021-07-27,Taekwondo,Makuhari Messe Hall
1642,35.60796457817903, 139.8147625026683,False,Rowing, Men's Double Sculls Final A,00:30:00,2021-07-28,Rowing,Sea Forest Waterway
1643,35.64977449961884, 140.03645074412134,False,Fencing, Men's Sabre Team Placement 7-8,02:00:00,2021-07-28,Fencing,Makuhari Messe Hall
1644,35.65154002713155, 139.81526845227876,False,Swimming, Men's 200m Breaststroke Semifinals,02:30:00,2021-07-28,Swimming,Tokyo Aquatics Centre
1645,35.29979336326726, 139.48406276201857,False,Sailing, 49er Men,04:00:00,2021-07-28,Sailing,Enoshima Yacht Harbour
1646,35.60796457817903, 139.8147625026683,False,Rowing, Women's Pair Final A,00:30:00,2021-07-29,Rowing,Sea Forest Waterway
1647,35.64977449961884, 140.03645074412134,False,Fencing, Women's Foil Team Placement 7-8,01:00:00,2021-07-29,Fencing,Makuhari Messe Hall
1648,35.65154002713155, 139.81526845227876,False,Swimming, Women's 200m Butterfly Final,02:30:00,2021-07-29,Swimming,Tokyo Aquatics Centre
1649,35.29979336326726, 139.48406276201857,False,Sailing, 470 Men,04:00:00,2021-07-29,Sailing,Enoshima Yacht Harbour
1650,35.69328639505304, 139.74961103902368,False,Martial Arts, Women -70 kg Final,09:00:00,2021-07-29,Judo,Nippon Budokan
1651,35.60796457817903, 139.8147625026683,False,Rowing, Men's Single Sculls Final A,00:45:00,2021-07-30,Rowing,Sea Forest Waterway
1652,35.67786383266573, 139.71366292613558,False,Athletics, Women's 100m Round 1,01:00:00,2021-07-30,Athletics,Olympic Stadium
1653,35.64977449961884, 140.03645074412134,False,Fencing, Men's Epée Team Placement 7-8,02:00:00,2021-07-30,Fencing,Makuhari Messe Hall
1654,35.65154002713155, 139.81526845227876,False,Swimming, Men's 200m Individual Medley Final,02:30:00,2021-07-30,Swimming,Tokyo Aquatics Centre
1655,35.29979336326726, 139.48406276201857,False,Sailing, 49er FX Women,04:00:00,2021-07-30,Sailing,Enoshima Yacht Harbour
1656,35.69328639505304, 139.74961103902368,False,Martial Arts, Women +78 kg Final,09:00:00,2021-07-30,Judo,Nippon Budokan
1657,35.67786383266573, 139.71366292613558,False,Athletics, Men's 100m Preliminary Round,01:00:00,2021-07-31,Athletics,Olympic Stadium
1658,35.64977449961884, 140.03645074412134,False,Fencing, Women's Sabre Team Placement 7-8,02:00:00,2021-07-31,Fencing,Makuhari Messe Hall
1659,35.65154002713155, 139.81526845227876,True,Swimming, Women's 200m Backstroke Victory Ceremony,02:30:00,2021-07-31,Swimming,Tokyo Aquatics Centre
1660,35.29979336326726, 139.48406276201857,False,Sailing, RS:X Men - Medal Race,04:00:00,2021-07-31,Sailing,Enoshima Yacht Harbour
1661,35.67786383266573, 139.71366292613558,False,Athletics, Women's 800m Semifinals,11:00:00,2021-07-31,Athletics,Olympic Stadium
1662,35.64977449961884, 140.03645074412134,False,Fencing, Men's Foil Team Placement 7-8,01:00:00,2021-08-01,Fencing,Makuhari Messe Hall
1663,35.67786383266573, 139.71366292613558,False,Athletics, Men's 400m Round 1,01:10:00,2021-08-01,Athletics,Olympic Stadium
1664,35.65154002713155, 139.81526845227876,True,Swimming, Women's 50m Freestyle Victory Ceremony,02:30:00,2021-08-01,Swimming,Tokyo Aquatics Centre
1665,35.69708642863296, 139.79336043405075,False,Boxing, Men's Super Heavy (+91kg) Quarterfinals,03:00:00,2021-08-01,Boxing,Kokugikan Arena
1666,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 130 kg 1/4 Finals,03:00:00,2021-08-01,Wrestling,Makuhari Messe Hall
1667,35.29979336326726, 139.48406276201857,False,Sailing, Laser Radial Women - Medal Race,04:00:00,2021-08-01,Sailing,Enoshima Yacht Harbour
1668,35.64167062421445, 139.79257372832834,True,Gymnastics, Men's Pommel Horse Victory Ceremony,09:00:00,2021-08-01,Artistic Gymnastics,Ariake Gymnastics Centre
1669,35.69708642863296, 139.79336043405075,False,Boxing, Men´s Super Heavy (+91kg) Quarterfinals,09:00:00,2021-08-01,Boxing,Kokugikan Arena
1670,35.67786383266573, 139.71366292613558,False,Athletics, Women's Triple Jump Final,11:00:00,2021-08-01,Athletics,Olympic Stadium
1671,35.67786383266573, 139.71366292613558,False,Athletics, Women's 100m Hurdles Final,01:00:00,2021-08-02,Athletics,Olympic Stadium
1672,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Canoe Double 1000m Quarterfinals,01:30:00,2021-08-02,Canoe Sprint,Sea Forest Waterway
1673,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 77 kg 1/4 Finals,03:00:00,2021-08-02,Wrestling,Makuhari Messe Hall
1674,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 130 kg Bronze Medal Matches,10:15:00,2021-08-02,Wrestling,Makuhari Messe Hall
1675,35.67786383266573, 139.71366292613558,False,Athletics, Women's Discus Throw Final,11:00:00,2021-08-02,Athletics,Olympic Stadium
1676,35.67786383266573, 139.71366292613558,True,Athletics, Men's 3000m Steeplechase Victory Ceremony,01:00:00,2021-08-03,Athletics,Olympic Stadium
1677,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Canoe Double 1000m Finals,01:30:00,2021-08-03,Canoe Sprint,Sea Forest Waterway
1678,35.69708642863296, 139.79336043405075,False,Boxing, Women's Feather (54-57kg) Final,03:00:00,2021-08-03,Boxing,Kokugikan Arena
1679,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 87 kg 1/8 Finals,03:00:00,2021-08-03,Wrestling,Makuhari Messe Hall
1680,35.01222390470476, 139.01558129892814,False,Cycling, Men's Team Sprint Finals,07:30:00,2021-08-03,Cycling Track,Izu Velodrome
1681,35.69708642863296, 139.79336043405075,False,Boxing, Men's Welter (63-69kg) Final,09:00:00,2021-08-03,Boxing,Kokugikan Arena
1682,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 68 kg Bronze Medal Matches,10:15:00,2021-08-03,Wrestling.,Makuhari Messe Hall
1683,35.67786383266573, 139.71366292613558,False,Athletics, Men's 5000m Round 1,11:00:00,2021-08-03,Athletics,Olympic Stadium
1684,35.67786383266573, 139.71366292613558,True,Athletics, Women's Hammer Throw Victory Ceremony,01:00:00,2021-08-04,Athletics,Olympic Stadium
1685,35.60796457817903, 139.8147625026683,False,Canoeing, Women's Canoe Single 200m Quarterfinals,01:30:00,2021-08-04,Canoe Sprint,Sea Forest Waterway
1686,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 86 kg 1/8 Finals,03:00:00,2021-08-04,Wrestling,Makuhari Messe Hall
1687,35.01222390470476, 139.01558129892814,False,Cycling, Men's Team Pursuit Finals,07:30:00,2021-08-04,Cycling Track,Izu Velodrome
1688,35.67786383266573, 139.71366292613558,False,Athletics, Women's 3000m Steeplechase Final,10:30:00,2021-08-04,Athletics,Olympic Stadium
1689,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 87 kg Bronze Medal Matches,10:15:00,2021-08-04,Wrestling,Makuhari Messe Hall
1690,35.67786383266573, 139.71366292613558,False,Athletics, Women's 4 x 100m Relay Round 1,01:00:00,2021-08-05,Athletics,Olympic Stadium
1691,35.60796457817903, 139.8147625026683,False,Canoeing, Women's Canoe Single 200m Finals,01:30:00,2021-08-05,Canoe Sprint,Sea Forest Waterway
1692,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 125 kg 1/8 Finals,03:00:00,2021-08-05,Wrestling,Makuhari Messe Hall
1693,35.01222390470476, 139.01558129892814,False,Cycling, Women's Keirin Final 1-6,07:30:00,2021-08-05,Cycling Track,Izu Velodrome
1694,35.69328639505304, 139.74961103902368,False,Martial Arts, Men's Kumite -67 kg Final,09:00:00,2021-08-05,Karate,Nippon Budokan
1695,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 86 kg Bronze Medal Matches,10:15:00,2021-08-05,Wrestling,Makuhari Messe Hall
1696,35.67786383266573, 139.71366292613558,False,Athletics, Men's 1500m Semifinals,11:00:00,2021-08-05,Athletics,Olympic Stadium
1697,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Canoe Single 1000m Quarterfinals,01:30:00,2021-08-06,Canoe Sprint,Sea Forest Waterway
1698,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 97 kg 1/8 Finals,03:00:00,2021-08-06,Wrestling,Makuhari Messe Hall
1699,35.01222390470476, 139.01558129892814,False,Cycling, Men's Sprint Finals,07:30:00,2021-08-06,Cycling Track,Izu Velodrome
1700,35.69328639505304, 139.74961103902368,False,Martial Arts, Women's Kumite -61 kg Final,09:00:00,2021-08-06,Karate,Nippon Budokan
1701,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 125 kg Bronze Medal Matches,10:15:00,2021-08-06,Wrestling,Makuhari Messe Hall
1702,35.67786383266573, 139.71366292613558,False,Athletics, Women's 4 x 100m Relay Final,11:50:00,2021-08-06,Athletics,Olympic Stadium
1703,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Canoe Single 1000m Finals,01:30:00,2021-08-07,Canoe Sprint,Sea Forest Waterway
1704,35.69708642863296, 139.79336043405075,False,Boxing, Women's Welter (64-69kg) Final,06:00:00,2021-08-07,Boxing,Kokugikan Arena
1705,35.69328639505304, 139.74961103902368,False,Martial Arts, Men's Kumite +75 kg Final,06:00:00,2021-08-07,Karate,Nippon Budokan
1706,35.01222390470476, 139.01558129892814,False,Cycling, Men's Madison Final,07:30:00,2021-08-07,Cycling Track,Izu Velodrome
1707,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 97 kg Bronze Medal Matches,10:45:00,2021-08-07,Wrestling,Makuhari Messe Hall
1708,35.67786383266573, 139.71366292613558,True,Athletics, Women's 10000m Victory Ceremony,11:00:00,2021-08-07,Athletics,Olympic Stadium
